115:   java -Xmx5120M -Xms5120M -XX:NewRatio=1 -XX:MetaspaceSize=512m -XX:MaxMetaspaceSize=512m -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/data/log -XX:+PrintCommandLineFlags -XX:+PrintGCDetails -XX:+PrintGCDateStamps -XX:+PrintGCTimeStamps -Xloggc:/data/log/gc-%t.log -XX:+UseGCLogFileRotation -XX:NumberOfGCLogFiles=5 -XX:GCLogFileSize=20m -XX:ErrorFile=/data/log/hs_err_%p.log -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=80 -XX:+UseCMSInitiatingOccupancyOnly -XX:AutoBoxCacheMax=20000 -XX:-Us
Address           Kbytes     RSS   Dirty Mode  Mapping
00000006a0800000 5265152 3407216 3407216 rw---   [ anon ]
00000006a0800000       0       0       0 rw---   [ anon ]
00000007e1dc0000 1026304       0       0 -----   [ anon ]
00000007e1dc0000       0       0       0 -----   [ anon ]
00005648f8b10000       4       4       0 r-x-- java
00005648f8b10000       0       0       0 r-x-- java
00005648f8d10000       4       4       4 r---- java
00005648f8d10000       0       0       0 r---- java
00005648f8d11000       4       4       4 rw--- java
00005648f8d11000       0       0       0 rw--- java
00005648fa1de000     132      20      20 rw---   [ anon ]
00005648fa1de000       0       0       0 rw---   [ anon ]
00007f86a4000000     136     136     136 rw---   [ anon ]
00007f86a4000000       0       0       0 rw---   [ anon ]
00007f86a4022000   65400       0       0 -----   [ anon ]
00007f86a4022000       0       0       0 -----   [ anon ]
00007f86a8000000     132       4       4 rw---   [ anon ]
00007f86a8000000       0       0       0 rw---   [ anon ]
00007f86a8021000   65404       0       0 -----   [ anon ]
00007f86a8021000       0       0       0 -----   [ anon ]
00007f86ac000000     916     916     916 rw---   [ anon ]
00007f86ac000000       0       0       0 rw---   [ anon ]
00007f86ac0e5000   64620       0       0 -----   [ anon ]
00007f86ac0e5000       0       0       0 -----   [ anon ]
00007f86b0000000     132       4       4 rw---   [ anon ]
00007f86b0000000       0       0       0 rw---   [ anon ]
00007f86b0021000   65404       0       0 -----   [ anon ]
00007f86b0021000       0       0       0 -----   [ anon ]
00007f86b4000000    1256    1256    1256 rw---   [ anon ]
00007f86b4000000       0       0       0 rw---   [ anon ]
00007f86b413a000   64280       0       0 -----   [ anon ]
00007f86b413a000       0       0       0 -----   [ anon ]
00007f86b8000000    1180    1180    1180 rw---   [ anon ]
00007f86b8000000       0       0       0 rw---   [ anon ]
00007f86b8127000   64356       0       0 -----   [ anon ]
00007f86b8127000       0       0       0 -----   [ anon ]
00007f86bc000000    1028    1028    1028 rw---   [ anon ]
00007f86bc000000       0       0       0 rw---   [ anon ]
00007f86bc101000   64508       0       0 -----   [ anon ]
00007f86bc101000       0       0       0 -----   [ anon ]
00007f86c0000000     868     868     868 rw---   [ anon ]
00007f86c0000000       0       0       0 rw---   [ anon ]
00007f86c00d9000   64668       0       0 -----   [ anon ]
00007f86c00d9000       0       0       0 -----   [ anon ]
00007f86c4000000     844     844     844 rw---   [ anon ]
00007f86c4000000       0       0       0 rw---   [ anon ]
00007f86c40d3000   64692       0       0 -----   [ anon ]
00007f86c40d3000       0       0       0 -----   [ anon ]
00007f86c8000000     988     988     988 rw---   [ anon ]
00007f86c8000000       0       0       0 rw---   [ anon ]
00007f86c80f7000   64548       0       0 -----   [ anon ]
00007f86c80f7000       0       0       0 -----   [ anon ]
00007f86cc000000    1532    1532    1532 rw---   [ anon ]
00007f86cc000000       0       0       0 rw---   [ anon ]
00007f86cc17f000   64004       0       0 -----   [ anon ]
00007f86cc17f000       0       0       0 -----   [ anon ]
00007f86d0000000     644     644     644 rw---   [ anon ]
00007f86d0000000       0       0       0 rw---   [ anon ]
00007f86d00a1000   64892       0       0 -----   [ anon ]
00007f86d00a1000       0       0       0 -----   [ anon ]
00007f86d4000000     136     136     136 rw---   [ anon ]
00007f86d4000000       0       0       0 rw---   [ anon ]
00007f86d4022000   65400       0       0 -----   [ anon ]
00007f86d4022000       0       0       0 -----   [ anon ]
00007f86d8000000    1228    1228    1228 rw---   [ anon ]
00007f86d8000000       0       0       0 rw---   [ anon ]
00007f86d8133000   64308       0       0 -----   [ anon ]
00007f86d8133000       0       0       0 -----   [ anon ]
00007f86dc000000     540     540     540 rw---   [ anon ]
00007f86dc000000       0       0       0 rw---   [ anon ]
00007f86dc087000   64996       0       0 -----   [ anon ]
00007f86dc087000       0       0       0 -----   [ anon ]
00007f86e0000000    1228    1228    1228 rw---   [ anon ]
00007f86e0000000       0       0       0 rw---   [ anon ]
00007f86e0133000   64308       0       0 -----   [ anon ]
00007f86e0133000       0       0       0 -----   [ anon ]
00007f86e4000000    1200    1200    1200 rw---   [ anon ]
00007f86e4000000       0       0       0 rw---   [ anon ]
00007f86e412c000   64336       0       0 -----   [ anon ]
00007f86e412c000       0       0       0 -----   [ anon ]
00007f86e8000000     632     632     632 rw---   [ anon ]
00007f86e8000000       0       0       0 rw---   [ anon ]
00007f86e809e000   64904       0       0 -----   [ anon ]
00007f86e809e000       0       0       0 -----   [ anon ]
00007f86ec000000     132       4       4 rw---   [ anon ]
00007f86ec000000       0       0       0 rw---   [ anon ]
00007f86ec021000   65404       0       0 -----   [ anon ]
00007f86ec021000       0       0       0 -----   [ anon ]
00007f86f0000000     136     136     136 rw---   [ anon ]
00007f86f0000000       0       0       0 rw---   [ anon ]
00007f86f0022000   65400       0       0 -----   [ anon ]
00007f86f0022000       0       0       0 -----   [ anon ]
00007f86f4000000     136     136     136 rw---   [ anon ]
00007f86f4000000       0       0       0 rw---   [ anon ]
00007f86f4022000   65400       0       0 -----   [ anon ]
00007f86f4022000       0       0       0 -----   [ anon ]
00007f86f8000000     136     136     136 rw---   [ anon ]
00007f86f8000000       0       0       0 rw---   [ anon ]
00007f86f8022000   65400       0       0 -----   [ anon ]
00007f86f8022000       0       0       0 -----   [ anon ]
00007f86fc000000     160     160     160 rw---   [ anon ]
00007f86fc000000       0       0       0 rw---   [ anon ]
00007f86fc028000   65376       0       0 -----   [ anon ]
00007f86fc028000       0       0       0 -----   [ anon ]
00007f8700000000     136     136     136 rw---   [ anon ]
00007f8700000000       0       0       0 rw---   [ anon ]
00007f8700022000   65400       0       0 -----   [ anon ]
00007f8700022000       0       0       0 -----   [ anon ]
00007f8704000000     140     140     140 rw---   [ anon ]
00007f8704000000       0       0       0 rw---   [ anon ]
00007f8704023000   65396       0       0 -----   [ anon ]
00007f8704023000       0       0       0 -----   [ anon ]
00007f8708000000     708     708     708 rw---   [ anon ]
00007f8708000000       0       0       0 rw---   [ anon ]
00007f87080b1000   64828       0       0 -----   [ anon ]
00007f87080b1000       0       0       0 -----   [ anon ]
00007f870c000000     160     160     160 rw---   [ anon ]
00007f870c000000       0       0       0 rw---   [ anon ]
00007f870c028000   65376       0       0 -----   [ anon ]
00007f870c028000       0       0       0 -----   [ anon ]
00007f8710000000     132       4       4 rw---   [ anon ]
00007f8710000000       0       0       0 rw---   [ anon ]
00007f8710021000   65404       0       0 -----   [ anon ]
00007f8710021000       0       0       0 -----   [ anon ]
00007f8714000000     136     136     136 rw---   [ anon ]
00007f8714000000       0       0       0 rw---   [ anon ]
00007f8714022000   65400       0       0 -----   [ anon ]
00007f8714022000       0       0       0 -----   [ anon ]
00007f8718000000     140     140     140 rw---   [ anon ]
00007f8718000000       0       0       0 rw---   [ anon ]
00007f8718023000   65396       0       0 -----   [ anon ]
00007f8718023000       0       0       0 -----   [ anon ]
00007f871c000000     148     148     148 rw---   [ anon ]
00007f871c000000       0       0       0 rw---   [ anon ]
00007f871c025000   65388       0       0 -----   [ anon ]
00007f871c025000       0       0       0 -----   [ anon ]
00007f87210e3000     512     292     292 rw---   [ anon ]
00007f87210e3000       0       0       0 rw---   [ anon ]
00007f8721163000    1536       0       0 -----   [ anon ]
00007f8721163000       0       0       0 -----   [ anon ]
00007f87212e3000    2048    2028    2028 rw---   [ anon ]
00007f87212e3000       0       0       0 rw---   [ anon ]
00007f87214e3000    2048    2008    2008 rw---   [ anon ]
00007f87214e3000       0       0       0 rw---   [ anon ]
00007f87216e3000      12       0       0 -----   [ anon ]
00007f87216e3000       0       0       0 -----   [ anon ]
00007f87216e6000    1016      24      24 rw---   [ anon ]
00007f87216e6000       0       0       0 rw---   [ anon ]
00007f87217e4000      12       0       0 -----   [ anon ]
00007f87217e4000       0       0       0 -----   [ anon ]
00007f87217e7000    3064    2040    2040 rw---   [ anon ]
00007f87217e7000       0       0       0 rw---   [ anon ]
00007f8721ae5000      12       0       0 -----   [ anon ]
00007f8721ae5000       0       0       0 -----   [ anon ]
00007f8721ae8000    1016      88      88 rw---   [ anon ]
00007f8721ae8000       0       0       0 rw---   [ anon ]
00007f8721be6000      12       0       0 -----   [ anon ]
00007f8721be6000       0       0       0 -----   [ anon ]
00007f8721be9000    1016      24      24 rw---   [ anon ]
00007f8721be9000       0       0       0 rw---   [ anon ]
00007f8721ce7000      12       0       0 -----   [ anon ]
00007f8721ce7000       0       0       0 -----   [ anon ]
00007f8721cea000    1016      88      88 rw---   [ anon ]
00007f8721cea000       0       0       0 rw---   [ anon ]
00007f8721de8000      12       0       0 -----   [ anon ]
00007f8721de8000       0       0       0 -----   [ anon ]
00007f8721deb000    1016      24      24 rw---   [ anon ]
00007f8721deb000       0       0       0 rw---   [ anon ]
00007f8721ee9000      12       0       0 -----   [ anon ]
00007f8721ee9000       0       0       0 -----   [ anon ]
00007f8721eec000    1016       8       8 rw---   [ anon ]
00007f8721eec000       0       0       0 rw---   [ anon ]
00007f8721fea000      12       0       0 -----   [ anon ]
00007f8721fea000       0       0       0 -----   [ anon ]
00007f8721fed000    1016     156     156 rw---   [ anon ]
00007f8721fed000       0       0       0 rw---   [ anon ]
00007f87220eb000      12       0       0 -----   [ anon ]
00007f87220eb000       0       0       0 -----   [ anon ]
00007f87220ee000    3064    2072    2072 rw---   [ anon ]
00007f87220ee000       0       0       0 rw---   [ anon ]
00007f87223ec000      12       0       0 -----   [ anon ]
00007f87223ec000       0       0       0 -----   [ anon ]
00007f87223ef000    3064    2140    2140 rw---   [ anon ]
00007f87223ef000       0       0       0 rw---   [ anon ]
00007f87226ed000      12       0       0 -----   [ anon ]
00007f87226ed000       0       0       0 -----   [ anon ]
00007f87226f0000    1016      92      92 rw---   [ anon ]
00007f87226f0000       0       0       0 rw---   [ anon ]
00007f87227ee000      12       0       0 -----   [ anon ]
